country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,Idaho,,4/11/20,-40,0,12,-35,-34,11
US,United States,Illinois,,2/15/20,4,3,10,3,3,-1
US,United States,Illinois,,2/16/20,8,2,29,3,2,-1
US,United States,Illinois,,2/17/20,2,-3,-14,-13,-23,6
US,United States,Illinois,,2/18/20,1,-1,5,2,1,0
US,United States,Illinois,,2/19/20,1,-1,3,2,1,0
US,United States,Illinois,,2/20/20,0,0,0,0,2,0
US,United States,Illinois,,2/21/20,2,0,5,5,2,-1
US,United States,Illinois,,2/22/20,11,9,57,10,7,-2
US,United States,Illinois,,2/23/20,11,9,104,7,4,-2
US,United States,Illinois,,2/24/20,1,6,-2,0,2,0
US,United States,Illinois,,2/25/20,-1,-1,-3,-3,1,1
US,United States,Illinois,,2/26/20,0,-1,-3,-1,-1,1
US,United States,Illinois,,2/27/20,6,4,4,2,2,0
US,United States,Illinois,,2/28/20,6,4,5,7,0,-1
US,United States,Illinois,,2/29/20,14,11,26,10,6,-3
US,United States,Illinois,,3/1/20,17,15,118,12,4,-3
US,United States,Illinois,,3/2/20,8,8,20,0,-1,0
US,United States,Illinois,,3/3/20,10,10,21,2,2,-1
US,United States,Illinois,,3/4/20,9,10,28,4,2,-1
US,United States,Illinois,,3/5/20,7,8,21,2,3,-1
US,United States,Illinois,,3/6/20,6,5,17,4,2,-1
US,United States,Illinois,,3/7/20,14,14,75,13,7,-3
US,United States,Illinois,,3/8/20,15,14,165,10,3,-2
US,United States,Illinois,,3/9/20,-1,3,-5,-5,0,1
US,United States,Illinois,,3/10/20,7,10,20,-2,0,0
US,United States,Illinois,,3/11/20,6,13,15,-2,-1,0
US,United States,Illinois,,3/12/20,7,32,19,-5,-1,1
US,United States,Illinois,,3/13/20,5,43,19,-6,-4,1
US,United States,Illinois,,3/14/20,-7,31,-13,-8,0,3
US,United States,Illinois,,3/15/20,-8,25,25,-13,-5,3
US,United States,Illinois,,3/16/20,-10,30,-19,-27,-19,8
US,United States,Illinois,,3/17/20,-23,17,44,-30,-31,12
US,United States,Illinois,,3/18/20,-34,8,-34,-39,-35,16
US,United States,Illinois,,3/19/20,-34,16,-31,-43,-37,17
US,United States,Illinois,,3/20/20,-33,26,-28,-41,-38,17
US,United States,Illinois,,3/21/20,-46,3,-22,-39,-25,13
US,United States,Illinois,,3/22/20,-63,-34,-39,-54,-38,14
US,United States,Illinois,,3/23/20,-50,-21,-29,-55,-50,21
US,United States,Illinois,,3/24/20,-47,-17,-11,-53,-50,22
US,United States,Illinois,,3/25/20,-43,-13,29,-50,-50,21
US,United States,Illinois,,3/26/20,-47,-15,-28,-55,-50,22
US,United States,Illinois,,3/27/20,-48,-14,-27,-53,-50,23
US,United States,Illinois,,3/28/20,-53,-17,-35,-50,-35,15
US,United States,Illinois,,3/29/20,-53,-24,-29,-55,-39,13
US,United States,Illinois,,3/30/20,-43,-15,-5,-54,-50,20
US,United States,Illinois,,3/31/20,-44,-15,-30,-54,-52,22
US,United States,Illinois,,4/1/20,-41,-7,4,-50,-52,21
US,United States,Illinois,,4/2/20,-42,-8,15,-52,-52,22
US,United States,Illinois,,4/3/20,-43,-7,13,-49,-51,22
US,United States,Illinois,,4/4/20,-51,-10,-23,-49,-36,15
US,United States,Illinois,,4/5/20,-50,-16,24,-52,-39,12
US,United States,Illinois,,4/6/20,-44,-14,-4,-54,-52,20
US,United States,Illinois,,4/7/20,-41,-10,35,-50,-53,21
US,United States,Illinois,,4/8/20,-44,-13,-5,-53,-53,22
US,United States,Illinois,,4/9/20,-44,-8,-26,-55,-53,23
US,United States,Illinois,,4/10/20,-44,-3,-5,-53,-58,24
US,United States,Illinois,,4/11/20,-46,-1,10,-46,-38,14
US,United States,Indiana,,2/15/20,9,4,16,7,0,-1
US,United States,Indiana,,2/16/20,8,3,34,5,1,-1
US,United States,Indiana,,2/17/20,5,-3,-4,2,-13,4
US,United States,Indiana,,2/18/20,1,-1,3,4,2,0
US,United States,Indiana,,2/19/20,4,0,9,5,2,0
US,United States,Indiana,,2/20/20,3,-1,1,5,1,0
US,United States,Indiana,,2/21/20,4,-2,12,6,2,-1
US,United States,Indiana,,2/22/20,13,7,69,12,4,-2
US,United States,Indiana,,2/23/20,9,6,83,8,3,-1
US,United States,Indiana,,2/24/20,1,-2,-8,1,2,1
US,United States,Indiana,,2/25/20,2,2,-4,3,2,0
US,United States,Indiana,,2/26/20,1,-3,-7,2,-1,2
US,United States,Indiana,,2/27/20,7,3,0,6,-1,1
US,United States,Indiana,,2/28/20,8,2,8,9,1,-1
US,United States,Indiana,,2/29/20,18,11,27,16,2,-3
US,United States,Indiana,,3/1/20,18,12,88,14,4,-2
US,United States,Indiana,,3/2/20,9,4,7,5,2,0
US,United States,Indiana,,3/3/20,14,11,35,9,2,-1
US,United States,Indiana,,3/4/20,14,7,42,8,2,-1
US,United States,Indiana,,3/5/20,12,9,43,8,2,-1
US,United States,Indiana,,3/6/20,5,0,10,8,1,0
US,United States,Indiana,,3/7/20,18,13,85,19,5,-3
US,United States,Indiana,,3/8/20,15,12,161,17,3,-2
US,United States,Indiana,,3/9/20,7,6,24,5,1,0
US,United States,Indiana,,3/10/20,6,6,15,5,0,0
US,United States,Indiana,,3/11/20,8,9,22,6,0,0
US,United States,Indiana,,3/12/20,7,23,32,5,-1,1
US,United States,Indiana,,3/13/20,5,27,37,5,-4,1
US,United States,Indiana,,3/14/20,-7,15,1,1,-1,3
US,United States,Indiana,,3/15/20,-7,12,37,0,-5,2
US,United States,Indiana,,3/16/20,-5,26,4,-3,-14,6
US,United States,Indiana,,3/17/20,-21,16,52,-3,-21,8
US,United States,Indiana,,3/18/20,-27,7,-10,-9,-25,12
US,United States,Indiana,,3/19/20,-28,15,-4,-13,-27,13
US,United States,Indiana,,3/20/20,-30,9,19,-15,-30,14
US,United States,Indiana,,3/21/20,-39,3,10,-13,-22,10
US,United States,Indiana,,3/22/20,-46,-15,-5,-26,-29,9
US,United States,Indiana,,3/23/20,-30,3,6,-21,-35,14
US,United States,Indiana,,3/24/20,-34,-2,11,-19,-39,16
US,United States,Indiana,,3/25/20,-45,-20,61,-23,-45,19
US,United States,Indiana,,3/26/20,-43,-18,38,-27,-46,20
US,United States,Indiana,,3/27/20,-45,-20,14,-32,-46,22
US,United States,Indiana,,3/28/20,-49,-21,29,-31,-35,13
US,United States,Indiana,,3/29/20,-48,-25,24,-34,-36,11
US,United States,Indiana,,3/30/20,-38,-17,25,-27,-45,18
US,United States,Indiana,,3/31/20,-41,-17,0,-25,-47,19
US,United States,Indiana,,4/1/20,-37,-12,24,-24,-48,19
US,United States,Indiana,,4/2/20,-36,-9,80,-26,-48,19
US,United States,Indiana,,4/3/20,-36,-9,89,-27,-48,20
US,United States,Indiana,,4/4/20,-45,-13,41,-31,-36,13
US,United States,Indiana,,4/5/20,-45,-17,54,-35,-37,10
US,United States,Indiana,,4/6/20,-36,-13,59,-27,-47,18
US,United States,Indiana,,4/7/20,-35,-9,88,-22,-48,18
US,United States,Indiana,,4/8/20,-35,-11,77,-24,-48,18
US,United States,Indiana,,4/9/20,-37,-9,11,-28,-49,20
US,United States,Indiana,,4/10/20,-39,-10,24,-34,-55,23
US,United States,Indiana,,4/11/20,-40,-2,70,-29,-36,12
US,United States,Iowa,,2/15/20,8,13,24,0,3,-1
US,United States,Iowa,,2/16/20,10,18,16,-4,2,-1
US,United States,Iowa,,2/17/20,-2,5,-8,-7,-8,4
US,United States,Iowa,,2/18/20,-3,6,5,-1,1,0
US,United States,Iowa,,2/19/20,-3,6,-2,0,3,0
US,United States,Iowa,,2/20/20,-1,5,0,-2,1,1
US,United States,Iowa,,2/21/20,9,6,13,4,3,-3
US,United States,Iowa,,2/22/20,10,14,51,3,5,-2
US,United States,Iowa,,2/23/20,14,22,83,3,5,-2
US,United States,Iowa,,2/24/20,1,11,8,-3,4,0
US,United States,Iowa,,2/25/20,-2,3,7,-4,1,1
US,United States,Iowa,,2/26/20,7,10,6,5,4,-1
US,United States,Iowa,,2/27/20,5,3,13,0,2,0
US,United States,Iowa,,2/28/20,11,11,15,6,5,-3
US,United States,Iowa,,2/29/20,14,18,48,9,4,-3
US,United States,Iowa,,3/1/20,20,29,110,7,5,-3
US,United States,Iowa,,3/2/20,6,13,19,-3,4,0
US,United States,Iowa,,3/3/20,8,15,36,-1,2,-1
US,United States,Iowa,,3/4/20,9,17,52,5,4,-1
US,United States,Iowa,,3/5/20,3,6,12,3,3,0
US,United States,Iowa,,3/6/20,13,15,47,14,6,-4
US,United States,Iowa,,3/7/20,13,22,83,18,6,-3
US,United States,Iowa,,3/8/20,18,28,140,17,5,-3
US,United States,Iowa,,3/9/20,-1,10,-5,0,3,1
US,United States,Iowa,,3/10/20,5,16,36,6,1,0
US,United States,Iowa,,3/11/20,8,22,50,9,4,-1
US,United States,Iowa,,3/12/20,5,22,31,5,0,0
US,United States,Iowa,,3/13/20,10,33,39,11,0,-2
US,United States,Iowa,,3/14/20,-7,18,-16,-1,1,3
US,United States,Iowa,,3/15/20,0,30,18,1,-2,1
US,United States,Iowa,,3/16/20,-3,48,15,-5,-15,5
US,United States,Iowa,,3/17/20,-21,34,65,-2,-23,8
US,United States,Iowa,,3/18/20,-32,17,1,-4,-26,12
US,United States,Iowa,,3/19/20,-37,4,-7,-15,-29,15
US,United States,Iowa,,3/20/20,-35,10,-5,-16,-29,13
US,United States,Iowa,,3/21/20,-44,6,22,-14,-17,10
US,United States,Iowa,,3/22/20,-46,-7,-13,-24,-25,9
US,United States,Iowa,,3/23/20,-39,-2,21,-19,-32,15
US,United States,Iowa,,3/24/20,-41,-5,53,-17,-36,16
US,United States,Iowa,,3/25/20,-39,-3,48,-15,-35,16
US,United States,Iowa,,3/26/20,-40,-10,54,-20,-37,17
US,United States,Iowa,,3/27/20,-40,-5,26,-21,-35,16
US,United States,Iowa,,3/28/20,-48,-8,8,-27,-23,13
US,United States,Iowa,,3/29/20,-43,-10,41,-28,-29,10
US,United States,Iowa,,3/30/20,-34,-4,145,-18,-37,14
US,United States,Iowa,,3/31/20,-37,-3,100,-17,-40,16
US,United States,Iowa,,4/1/20,-34,4,93,-13,-39,15
US,United States,Iowa,,4/2/20,-39,-5,62,-22,-40,18
US,United States,Iowa,,4/3/20,-41,-2,-7,-26,-39,18
US,United States,Iowa,,4/4/20,-45,4,45,-23,-25,12
US,United States,Iowa,,4/5/20,-39,1,134,-28,-29,8
US,United States,Iowa,,4/6/20,-39,-2,52,-24,-39,16
US,United States,Iowa,,4/7/20,-38,-1,154,-18,-42,15
US,United States,Iowa,,4/8/20,-39,-1,59,-16,-41,16
US,United States,Iowa,,4/9/20,-42,-6,15,-23,-43,19
US,United States,Iowa,,4/10/20,-36,5,74,-22,-46,17
US,United States,Iowa,,4/11/20,-44,7,40,-28,-28,12
US,United States,Kansas,,2/15/20,4,0,9,2,2,0
US,United States,Kansas,,2/16/20,15,3,23,6,1,-1
US,United States,Kansas,,2/17/20,7,0,55,2,-15,3
US,United States,Kansas,,2/18/20,3,-1,18,0,0,0
US,United States,Kansas,,2/19/20,4,3,8,4,4,-1
US,United States,Kansas,,2/20/20,-2,-7,-3,-2,-1,1
US,United States,Kansas,,2/21/20,9,-4,22,4,7,-3
US,United States,Kansas,,2/22/20,5,1,56,6,4,-1
US,United States,Kansas,,2/23/20,13,2,19,1,2,0
US,United States,Kansas,,2/24/20,0,-2,-8,-4,5,0
US,United States,Kansas,,2/25/20,2,-4,1,-5,1,1
US,United States,Kansas,,2/26/20,12,7,12,5,4,-2
US,United States,Kansas,,2/27/20,8,0,19,4,2,-1
US,United States,Kansas,,2/28/20,17,3,62,15,8,-5
US,United States,Kansas,,2/29/20,11,9,116,12,5,-3
US,United States,Kansas,,3/1/20,24,13,90,17,4,-2
US,United States,Kansas,,3/2/20,8,5,35,2,6,-2
US,United States,Kansas,,3/3/20,14,9,80,9,3,-2
US,United States,Kansas,,3/4/20,13,11,65,12,5,-3
US,United States,Kansas,,3/5/20,9,4,53,9,2,-1
US,United States,Kansas,,3/6/20,15,3,87,16,7,-5
US,United States,Kansas,,3/7/20,10,7,101,18,6,-3
US,United States,Kansas,,3/8/20,19,9,47,18,2,-1
US,United States,Kansas,,3/9/20,2,2,-8,0,0,1
US,United States,Kansas,,3/10/20,9,6,50,5,-2,0
US,United States,Kansas,,3/11/20,15,15,112,16,-1,-2
US,United States,Kansas,,3/12/20,10,22,65,11,-4,0
US,United States,Kansas,,3/13/20,8,26,22,11,-6,0
US,United States,Kansas,,3/14/20,-11,16,-19,3,-1,3
US,United States,Kansas,,3/15/20,-6,10,-28,5,-6,3
US,United States,Kansas,,3/16/20,-7,21,-6,-3,-18,7
US,United States,Kansas,,3/17/20,-13,22,26,-3,-24,9
US,United States,Kansas,,3/18/20,-16,24,62,0,-26,9
US,United States,Kansas,,3/19/20,-23,14,94,-8,-30,12
US,United States,Kansas,,3/20/20,-24,15,20,-9,-27,11
US,United States,Kansas,,3/21/20,-38,6,35,-9,-15,9
US,United States,Kansas,,3/22/20,-35,0,-33,-17,-24,9
US,United States,Kansas,,3/23/20,-28,4,30,-16,-31,13
US,United States,Kansas,,3/24/20,-36,-7,46,-16,-38,17
US,United States,Kansas,,3/25/20,-34,-4,117,-12,-39,15
US,United States,Kansas,,3/26/20,-40,-14,81,-19,-42,18
US,United States,Kansas,,3/27/20,-37,-13,62,-21,-38,15
US,United States,Kansas,,3/28/20,-45,-12,50,-26,-25,12
US,United States,Kansas,,3/29/20,-36,-14,72,-20,-30,9
US,United States,Kansas,,3/30/20,-41,-19,42,-26,-42,17
US,United States,Kansas,,3/31/20,-35,-12,84,-20,-45,17
US,United States,Kansas,,4/1/20,-33,-5,84,-18,-44,16
US,United States,Kansas,,4/2/20,-41,-12,38,-24,-46,19
US,United States,Kansas,,4/3/20,-42,-14,-15,-28,-43,19
US,United States,Kansas,,4/4/20,-50,-13,5,-30,-30,14
US,United States,Kansas,,4/5/20,-43,-18,25,-30,-34,10
US,United States,Kansas,,4/6/20,-40,-14,52,-26,-44,17
US,United States,Kansas,,4/7/20,-35,-12,126,-20,-46,17
US,United States,Kansas,,4/8/20,-33,-6,108,-17,-46,16
US,United States,Kansas,,4/9/20,-38,-11,57,-24,-47,19
US,United States,Kansas,,4/10/20,-33,-9,74,-23,-47,17
US,United States,Kansas,,4/11/20,-41,-3,97,-23,-31,11
US,United States,Kentucky,,2/15/20,8,4,37,9,1,-1
US,United States,Kentucky,,2/16/20,3,0,25,3,0,0
US,United States,Kentucky,,2/17/20,3,-2,24,3,-12,4
US,United States,Kentucky,,2/18/20,-3,-3,-7,0,2,1
US,United States,Kentucky,,2/19/20,2,1,14,3,2,0
US,United States,Kentucky,,2/20/20,0,-1,-4,2,1,0
US,United States,Kentucky,,2/21/20,2,2,12,3,2,0
US,United States,Kentucky,,2/22/20,9,9,68,10,5,-2
US,United States,Kentucky,,2/23/20,4,5,43,6,2,-1
US,United States,Kentucky,,2/24/20,-2,-1,-20,-3,2,2
US,United States,Kentucky,,2/25/20,5,5,4,4,3,0
US,United States,Kentucky,,2/26/20,9,7,-6,3,2,0
US,United States,Kentucky,,2/27/20,9,6,-2,2,-1,0
US,United States,Kentucky,,2/28/20,10,9,12,3,2,-1
US,United States,Kentucky,,2/29/20,17,13,36,13,3,-2
US,United States,Kentucky,,3/1/20,18,16,101,13,3,-2
US,United States,Kentucky,,3/2/20,8,6,-7,-1,2,1
US,United States,Kentucky,,3/3/20,16,16,35,6,3,-1
US,United States,Kentucky,,3/4/20,13,13,49,6,2,-1
US,United States,Kentucky,,3/5/20,12,12,49,5,2,-2
US,United States,Kentucky,,3/6/20,5,5,12,2,1,0
US,United States,Kentucky,,3/7/20,15,16,85,15,4,-2
US,United States,Kentucky,,3/8/20,13,13,136,11,1,-2
US,United States,Kentucky,,3/9/20,8,11,39,2,1,0
US,United States,Kentucky,,3/10/20,6,10,14,1,0,1
US,United States,Kentucky,,3/11/20,9,17,42,3,0,0
US,United States,Kentucky,,3/12/20,2,21,13,-1,-2,1
US,United States,Kentucky,,3/13/20,3,27,39,-1,-4,2
US,United States,Kentucky,,3/14/20,-8,16,-4,-1,-2,3
US,United States,Kentucky,,3/15/20,-11,12,9,-3,-8,3
US,United States,Kentucky,,3/16/20,-8,24,-1,-9,-14,7
US,United States,Kentucky,,3/17/20,-19,17,33,-6,-19,8
US,United States,Kentucky,,3/18/20,-24,13,-5,-11,-23,10
US,United States,Kentucky,,3/19/20,-28,12,2,-16,-26,11
US,United States,Kentucky,,3/20/20,-29,7,51,-19,-29,13
US,United States,Kentucky,,3/21/20,-38,2,17,-16,-22,9
US,United States,Kentucky,,3/22/20,-40,-9,17,-28,-29,9
US,United States,Kentucky,,3/23/20,-30,-3,20,-26,-34,14
US,United States,Kentucky,,3/24/20,-39,-11,1,-25,-38,16
US,United States,Kentucky,,3/25/20,-33,-5,69,-23,-40,15
US,United States,Kentucky,,3/26/20,-33,-6,84,-27,-41,15
US,United States,Kentucky,,3/27/20,-36,-9,65,-32,-42,18
US,United States,Kentucky,,3/28/20,-38,-6,100,-28,-29,9
US,United States,Kentucky,,3/29/20,-37,-11,68,-34,-34,9
US,United States,Kentucky,,3/30/20,-33,-10,32,-31,-43,16
US,United States,Kentucky,,3/31/20,-37,-11,-10,-29,-45,18
US,United States,Kentucky,,4/1/20,-32,-1,13,-27,-46,17
US,United States,Kentucky,,4/2/20,-33,-3,42,-30,-46,17
US,United States,Kentucky,,4/3/20,-32,2,68,-32,-46,18
US,United States,Kentucky,,4/4/20,-39,1,90,-30,-32,10
US,United States,Kentucky,,4/5/20,-39,-5,57,-37,-36,9
US,United States,Kentucky,,4/6/20,-33,-4,37,-33,-46,17
US,United States,Kentucky,,4/7/20,-33,-3,55,-28,-47,16
US,United States,Kentucky,,4/8/20,-34,-3,47,-30,-48,17
US,United States,Kentucky,,4/9/20,-35,-3,21,-34,-48,18
US,United States,Kentucky,,4/10/20,-36,-4,29,-39,-52,21
US,United States,Kentucky,,4/11/20,-39,3,60,-36,-33,10
US,United States,Louisiana,,2/15/20,8,6,26,13,2,-1
US,United States,Louisiana,,2/16/20,5,3,-3,8,-1,0
US,United States,Louisiana,,2/17/20,2,0,14,4,-3,2
US,United States,Louisiana,,2/18/20,3,2,13,3,1,0
US,United States,Louisiana,,2/19/20,4,0,16,11,1,0
US,United States,Louisiana,,2/20/20,0,-1,-24,1,-1,3
US,United States,Louisiana,,2/21/20,8,5,13,16,-1,0
US,United States,Louisiana,,2/22/20,9,9,27,41,0,-2
US,United States,Louisiana,,2/23/20,17,11,42,33,1,-2
US,United States,Louisiana,,2/24/20,16,8,37,14,-15,3
US,United States,Louisiana,,2/25/20,16,7,46,24,-37,5
US,United States,Louisiana,,2/26/20,19,10,25,18,-8,0
US,United States,Louisiana,,2/27/20,14,8,17,13,-3,0
US,United States,Louisiana,,2/28/20,11,8,22,10,-2,0
US,United States,Louisiana,,2/29/20,12,8,32,13,3,-2
US,United States,Louisiana,,3/1/20,16,12,31,15,3,-2
US,United States,Louisiana,,3/2/20,12,7,20,8,5,-1
US,United States,Louisiana,,3/3/20,16,15,18,6,3,-2
US,United States,Louisiana,,3/4/20,7,4,-1,5,1,1
US,United States,Louisiana,,3/5/20,12,11,15,8,2,-1
US,United States,Louisiana,,3/6/20,8,7,30,9,3,-1
US,United States,Louisiana,,3/7/20,11,8,32,13,3,-2
US,United States,Louisiana,,3/8/20,15,13,62,16,2,-2
US,United States,Louisiana,,3/9/20,8,7,27,8,3,0
US,United States,Louisiana,,3/10/20,11,12,20,5,1,0
US,United States,Louisiana,,3/11/20,14,14,54,10,1,-2
US,United States,Louisiana,,3/12/20,11,25,35,5,0,-1
US,United States,Louisiana,,3/13/20,5,36,22,0,-1,0
US,United States,Louisiana,,3/14/20,-4,21,9,-1,-1,2
US,United States,Louisiana,,3/15/20,-5,16,23,0,-4,2
US,United States,Louisiana,,3/16/20,-3,24,8,-7,-11,5
US,United States,Louisiana,,3/17/20,-18,18,-3,-17,-20,9
US,United States,Louisiana,,3/18/20,-20,12,11,-17,-24,9
US,United States,Louisiana,,3/19/20,-25,15,-2,-24,-26,11
US,United States,Louisiana,,3/20/20,-32,8,-16,-33,-29,15
US,United States,Louisiana,,3/21/20,-42,-2,-38,-36,-24,12
US,United States,Louisiana,,3/22/20,-40,-1,-20,-40,-28,10
US,United States,Louisiana,,3/23/20,-35,-5,-21,-39,-34,15
US,United States,Louisiana,,3/24/20,-43,-14,-19,-36,-42,18
US,United States,Louisiana,,3/25/20,-39,-13,-6,-35,-43,17
US,United States,Louisiana,,3/26/20,-39,-12,-14,-39,-43,18
US,United States,Louisiana,,3/27/20,-42,-13,-20,-44,-43,20
US,United States,Louisiana,,3/28/20,-47,-16,-38,-46,-33,14
US,United States,Louisiana,,3/29/20,-45,-16,-18,-49,-35,11
US,United States,Louisiana,,3/30/20,-40,-17,-23,-45,-42,17
US,United States,Louisiana,,3/31/20,-37,-8,-25,-42,-45,18
US,United States,Louisiana,,4/1/20,-32,-3,-5,-38,-45,17
US,United States,Louisiana,,4/2/20,-38,-6,-20,-44,-45,19
US,United States,Louisiana,,4/3/20,-39,-3,-19,-48,-45,20
US,United States,Louisiana,,4/4/20,-50,-12,-47,-52,-36,16
US,United States,Louisiana,,4/5/20,-46,-10,-19,-54,-37,12
US,United States,Louisiana,,4/6/20,-40,-13,-19,-47,-43,18
US,United States,Louisiana,,4/7/20,-41,-9,-19,-44,-45,18
US,United States,Louisiana,,4/8/20,-39,-9,-9,-42,-46,17
US,United States,Louisiana,,4/9/20,-38,-3,-15,-45,-46,18
US,United States,Louisiana,,4/10/20,-44,-6,-19,-54,-58,24
US,United States,Louisiana,,4/11/20,-45,-2,-35,-54,-36,14
US,United States,Maine,,2/15/20,4,-3,-6,13,-3,1
US,United States,Maine,,2/16/20,14,8,47,17,3,-2
US,United States,Maine,,2/17/20,15,5,32,12,-33,6
US,United States,Maine,,2/18/20,-9,-7,-8,4,-13,5
US,United States,Maine,,2/19/20,6,-1,5,13,-12,2
US,United States,Maine,,2/20/20,8,2,5,8,-9,2
US,United States,Maine,,2/21/20,3,-4,-2,4,-11,3
US,United States,Maine,,2/22/20,6,-3,23,10,-1,-1
US,United States,Maine,,2/23/20,14,10,55,33,6,-2
US,United States,Maine,,2/24/20,6,4,22,8,3,0
US,United States,Maine,,2/25/20,4,0,11,6,3,0
US,United States,Maine,,2/26/20,12,9,8,12,2,-1
US,United States,Maine,,2/27/20,-10,-11,-16,-9,-5,5
US,United States,Maine,,2/28/20,8,1,2,9,2,0
US,United States,Maine,,2/29/20,10,-1,1,15,1,-1
US,United States,Maine,,3/1/20,19,12,19,26,6,-2
US,United States,Maine,,3/2/20,7,5,6,9,3,0
US,United States,Maine,,3/3/20,20,10,55,12,2,-2
US,United States,Maine,,3/4/20,8,3,0,8,1,0
US,United States,Maine,,3/5/20,9,7,26,8,4,-1
US,United States,Maine,,3/6/20,5,0,6,5,2,0
US,United States,Maine,,3/7/20,9,-1,-1,9,1,0
US,United States,Maine,,3/8/20,18,11,58,32,7,-2
US,United States,Maine,,3/9/20,8,7,50,8,2,0
US,United States,Maine,,3/10/20,5,4,21,6,2,1
US,United States,Maine,,3/11/20,10,11,24,5,1,0
US,United States,Maine,,3/12/20,9,28,18,4,3,0
US,United States,Maine,,3/13/20,-4,17,-19,-9,-3,4
US,United States,Maine,,3/14/20,-1,19,18,-6,-1,2
US,United States,Maine,,3/15/20,0,26,39,0,2,2
US,United States,Maine,,3/16/20,-7,24,14,-11,-14,6
US,United States,Maine,,3/17/20,-24,7,-19,-18,-23,11
US,United States,Maine,,3/18/20,-25,9,43,-18,-28,11
US,United States,Maine,,3/19/20,-35,0,-9,-30,-31,14
US,United States,Maine,,3/20/20,-38,-4,-1,-36,-34,17
US,United States,Maine,,3/21/20,-41,-9,36,-37,-24,10
US,United States,Maine,,3/22/20,-38,-8,52,-35,-24,8
US,United States,Maine,,3/23/20,-37,-9,-7,-38,-36,15
US,United States,Maine,,3/24/20,-43,-17,-2,-40,-42,18
US,United States,Maine,,3/25/20,-40,-10,13,-42,-41,17
US,United States,Maine,,3/26/20,-40,-10,46,-42,-41,17
US,United States,Maine,,3/27/20,-44,-16,18,-51,-42,19
US,United States,Maine,,3/28/20,-46,-17,41,-48,-31,11
US,United States,Maine,,3/29/20,-50,-22,-24,-56,-31,10
US,United States,Maine,,3/30/20,-46,-23,-29,-52,-44,18
US,United States,Maine,,3/31/20,-38,-11,21,-41,-44,17
US,United States,Maine,,4/1/20,-33,1,-4,-45,-44,17
US,United States,Maine,,4/2/20,-56,-27,-42,-56,-47,22
US,United States,Maine,,4/3/20,-53,-22,-40,-59,-47,23
US,United States,Maine,,4/4/20,-54,-24,13,-60,-34,14
US,United States,Maine,,4/5/20,-50,-23,20,-59,-34,10
US,United States,Maine,,4/6/20,-42,-17,40,-51,-45,17
US,United States,Maine,,4/7/20,-43,-18,37,-47,-47,18
US,United States,Maine,,4/8/20,-41,-15,28,-48,-47,18
US,United States,Maine,,4/9/20,-51,-22,-25,-56,-48,19
US,United States,Maine,,4/10/20,-47,-22,-30,-58,-56,18
US,United States,Maine,,4/11/20,-43,-2,-16,-55,-33,10
US,United States,Maryland,,2/15/20,2,0,4,1,0,-1
US,United States,Maryland,,2/16/20,5,0,20,-1,0,-1
US,United States,Maryland,,2/17/20,8,-1,40,-18,-33,8
US,United States,Maryland,,2/18/20,2,0,21,4,2,0
US,United States,Maryland,,2/19/20,2,0,7,1,2,0
US,United States,Maryland,,2/20/20,1,0,-6,0,2,0
US,United States,Maryland,,2/21/20,-1,-3,-4,-1,3,0
US,United States,Maryland,,2/22/20,5,3,52,6,4,-2
US,United States,Maryland,,2/23/20,6,4,75,6,3,-1
US,United States,Maryland,,2/24/20,1,-1,10,-1,4,0
US,United States,Maryland,,2/25/20,1,-3,-6,-1,3,0
US,United States,Maryland,,2/26/20,3,1,-2,1,2,0
US,United States,Maryland,,2/27/20,3,0,-4,-1,2,0
US,United States,Maryland,,2/28/20,2,0,4,1,3,0
US,United States,Maryland,,2/29/20,5,3,-3,0,4,-1
US,United States,Maryland,,3/1/20,8,6,31,2,3,-1
US,United States,Maryland,,3/2/20,4,2,21,-1,4,0
US,United States,Maryland,,3/3/20,7,6,24,1,4,-1
US,United States,Maryland,,3/4/20,7,5,48,3,3,-1
US,United States,Maryland,,3/5/20,6,4,29,1,3,-1
US,United States,Maryland,,3/6/20,1,0,3,-3,2,1
US,United States,Maryland,,3/7/20,6,6,34,4,4,-1
US,United States,Maryland,,3/8/20,7,6,100,5,2,-1
US,United States,Maryland,,3/9/20,6,5,84,-1,3,0
US,United States,Maryland,,3/10/20,5,5,37,-2,2,0
US,United States,Maryland,,3/11/20,4,6,27,-2,1,0
US,United States,Maryland,,3/12/20,8,19,33,-7,-1,1
US,United States,Maryland,,3/13/20,1,19,39,-13,-4,3
US,United States,Maryland,,3/14/20,-7,11,66,-11,-2,3
US,United States,Maryland,,3/15/20,-13,2,20,-19,-11,5
US,United States,Maryland,,3/16/20,-7,16,12,-28,-24,10
US,United States,Maryland,,3/17/20,-20,4,52,-33,-32,14
US,United States,Maryland,,3/18/20,-23,0,39,-37,-37,16
US,United States,Maryland,,3/19/20,-24,1,42,-41,-39,17
US,United States,Maryland,,3/20/20,-27,1,54,-42,-39,18
US,United States,Maryland,,3/21/20,-36,-4,34,-38,-25,12
US,United States,Maryland,,3/22/20,-40,-15,33,-45,-33,11
